origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
MEX,TAM,19.4363,-99.0721,22.2964,-97.8659
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
TAM,MEX,22.2964,-97.8659,19.4363,-99.0721
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
GDL,MEX,20.5218,-103.311,19.4363,-99.0721
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,GDL,19.4363,-99.0721,20.5218,-103.311
MEX,CJS,19.4363,-99.0721,31.6361,-106.429
MEX,CJS,19.4363,-99.0721,31.6361,-106.429
CJS,MEX,31.6361,-106.429,19.4363,-99.0721
CJS,MEX,31.6361,-106.429,19.4363,-99.0721
MTY,GDL,25.7785,-100.107,20.5218,-103.311
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
CUN,MEX,21.0365,-86.8771,19.4363,-99.0721
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
MEX,CUN,19.4363,-99.0721,21.0365,-86.8771
TIJ,MEX,32.5411,-116.97,19.4363,-99.0721
MEX,TIJ,19.4363,-99.0721,32.5411,-116.97
TIJ,MEX,32.5411,-116.97,19.4363,-99.0721
MEX,TIJ,19.4363,-99.0721,32.5411,-116.97
MEX,HMO,19.4363,-99.0721,29.0959,-111.048
HMO,MEX,29.0959,-111.048,19.4363,-99.0721
MEX,CME,19.4363,-99.0721,18.6537,-91.799
MEX,CME,19.4363,-99.0721,18.6537,-91.799
CME,MEX,18.6537,-91.799,19.4363,-99.0721
CME,MEX,18.6537,-91.799,19.4363,-99.0721
MEX,MID,19.4363,-99.0721,20.937,-89.6577
MEX,MID,19.4363,-99.0721,20.937,-89.6577
MID,MEX,20.937,-89.6577,19.4363,-99.0721
MEX,MID,19.4363,-99.0721,20.937,-89.6577
MID,MEX,20.937,-89.6577,19.4363,-99.0721
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268
MEX,CTM,19.4363,-99.0721,18.5047,-88.3268
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721
CTM,MEX,18.5047,-88.3268,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
MEX,VER,19.4363,-99.0721,19.1459,-96.1873
MEX,VER,19.4363,-99.0721,19.1459,-96.1873
MEX,VER,19.4363,-99.0721,19.1459,-96.1873
MEX,VER,19.4363,-99.0721,19.1459,-96.1873
MEX,VER,19.4363,-99.0721,19.1459,-96.1873
MEX,VER,19.4363,-99.0721,19.1459,-96.1873
MEX,VER,19.4363,-99.0721,19.1459,-96.1873
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
VER,MEX,19.1459,-96.1873,19.4363,-99.0721
MEX,OAX,19.4363,-99.0721,16.9999,-96.7266
OAX,MEX,16.9999,-96.7266,19.4363,-99.0721
MEX,HUX,19.4363,-99.0721,15.7753,-96.2626
MEX,HUX,19.4363,-99.0721,15.7753,-96.2626
HUX,MEX,15.7753,-96.2626,19.4363,-99.0721
HUX,MEX,15.7753,-96.2626,19.4363,-99.0721
MEX,ZIH,19.4363,-99.0721,17.6016,-101.461
MEX,ZIH,19.4363,-99.0721,17.6016,-101.461
MEX,ZIH,19.4363,-99.0721,17.6016,-101.461
MEX,ZIH,19.4363,-99.0721,17.6016,-101.461
MEX,ZIH,19.4363,-99.0721,17.6016,-101.461
PVR,MEX,20.6801,-105.254,19.4363,-99.0721
PVR,MEX,20.6801,-105.254,19.4363,-99.0721
PVR,MEX,20.6801,-105.254,19.4363,-99.0721
PVR,MEX,20.6801,-105.254,19.4363,-99.0721
PVR,MEX,20.6801,-105.254,19.4363,-99.0721
PVR,MEX,20.6801,-105.254,19.4363,-99.0721
PVR,MEX,20.6801,-105.254,19.4363,-99.0721
MEX,PVR,19.4363,-99.0721,20.6801,-105.254
MEX,PVR,19.4363,-99.0721,20.6801,-105.254
PVR,MEX,20.6801,-105.254,19.4363,-99.0721
MEX,PVR,19.4363,-99.0721,20.6801,-105.254
MEX,PVR,19.4363,-99.0721,20.6801,-105.254
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143
